Route_ID,State,Zone_ID,Route_Source,Patrol_Type,Risk_Level,Hotspot_Score,Crime_Count,Patrol_Date,Patrol_Shift,Start_Hour,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Total_Checkpoints,Route_Checkpoints,Distance_KM,Estimated_Duration_Minutes,Assigned_Officers,Vehicle_Type,Route_Status
ROUTE000420,Bihar,Zone_28,AI Predicted,Preventive Patrol,MEDIUM,47.86,95,2026-12-10,Morning,6,25.574659,85.153158,25.587299,85.123967,5,"[{""checkpoint"": 1, ""latitude"": 25.574659, ""longitude"": 85.153158}, {""checkpoint"": 2, ""latitude"": 25.567182, ""longitude"": 85.153334}, {""checkpoint"": 3, ""latitude"": 25.566666, ""longitude"": 85.139204}, {""checkpoint"": 4, ""latitude"": 25.581027, ""longitude"": 85.129842}, {""checkpoint"": 5, ""latitude"": 25.587299, ""longitude"": 85.123967}]",17.46,39,4,Police Car,In Progress
ROUTE000421,Bihar,Zone_38,AI Predicted,Routine Patrol,MEDIUM,34.59,86,2027-03-06,Evening,12,25.582465,85.152313,25.602072,85.189912,7,"[{""checkpoint"": 1, ""latitude"": 25.582465, ""longitude"": 85.152313}, {""checkpoint"": 2, ""latitude"": 25.589868, ""longitude"": 85.161168}, {""checkpoint"": 3, ""latitude"": 25.584733, ""longitude"": 85.172516}, {""checkpoint"": 4, ""latitude"": 25.599258, ""longitude"": 85.168034}, {""checkpoint"": 5, ""latitude"": 25.591044, ""longitude"": 85.174738}, {""checkpoint"": 6, ""latitude"": 25.59732, ""longitude"": 85.179759}, {""checkpoint"": 7, ""latitude"": 25.602072, ""longitude"": 85.189912}]",8.2,11,3,Police Motorcycle,Completed
ROUTE000422,Bihar,Zone_11,AI Predicted,Crime Prevention Patrol,HIGH,74.18,113,2026-12-23,Evening,18,25.574442,85.150737,25.563859,85.116558,5,"[{""checkpoint"": 1, ""latitude"": 25.574442, ""longitude"": 85.150737}, {""checkpoint"": 2, ""latitude"": 25.559815, ""longitude"": 85.145194}, {""checkpoint"": 3, ""latitude"": 25.566303, ""longitude"": 85.138628}, {""checkpoint"": 4, ""latitude"": 25.563188, ""longitude"": 85.123878}, {""checkpoint"": 5, ""latitude"": 25.563859, ""longitude"": 85.116558}]",23.72,32,6,Police SUV,Scheduled
ROUTE000423,Bihar,Zone_46,Historical,Community Patrol,LOW,22.81,76,2027-02-01,Morning,8,25.561043,85.12334,25.555215,85.106445,7,"[{""checkpoint"": 1, ""latitude"": 25.561043, ""longitude"": 85.12334}, {""checkpoint"": 2, ""latitude"": 25.56548, ""longitude"": 85.124277}, {""checkpoint"": 3, ""latitude"": 25.569701, ""longitude"": 85.11515}, {""checkpoint"": 4, ""latitude"": 25.563847, ""longitude"": 85.104333}, {""checkpoint"": 5, ""latitude"": 25.556054, ""longitude"": 85.100358}, {""checkpoint"": 6, ""latitude"": 25.568696, ""longitude"": 85.09899}, {""checkpoint"": 7, ""latitude"": 25.555215, ""longitude"": 85.106445}]",17.57,42,2,Police Motorcycle,In Progress
ROUTE000424,Bihar,Zone_31,Historical,Preventive Patrol,MEDIUM,42.72,91,2027-05-16,Morning,6,25.575019,85.135326,25.583558,85.141993,8,"[{""checkpoint"": 1, ""latitude"": 25.575019, ""longitude"": 85.135326}, {""checkpoint"": 2, ""latitude"": 25.579756, ""longitude"": 85.136237}, {""checkpoint"": 3, ""latitude"": 25.570226, ""longitude"": 85.138743}, {""checkpoint"": 4, ""latitude"": 25.583206, ""longitude"": 85.14271}, {""checkpoint"": 5, ""latitude"": 25.586963, ""longitude"": 85.132349}, {""checkpoint"": 6, ""latitude"": 25.583146, ""longitude"": 85.124928}, {""checkpoint"": 7, ""latitude"": 25.578149, ""longitude"": 85.127476}, {""checkpoint"": 8, ""latitude"": 25.583558, ""longitude"": 85.141993}]",15.4,28,3,Police Motorcycle,Cancelled
ROUTE000425,Bihar,Zone_3,AI Predicted,Routine Patrol,MEDIUM,45.69,95,2027-04-12,Night,2,25.613077,85.164071,25.588006,85.162146,6,"[{""checkpoint"": 1, ""latitude"": 25.613077, ""longitude"": 85.164071}, {""checkpoint"": 2, ""latitude"": 25.612372, ""longitude"": 85.164088}, {""checkpoint"": 3, ""latitude"": 25.599065, ""longitude"": 85.169976}, {""checkpoint"": 4, ""latitude"": 25.59623, ""longitude"": 85.172239}, {""checkpoint"": 5, ""latitude"": 25.595373, ""longitude"": 85.163081}, {""checkpoint"": 6, ""latitude"": 25.588006, ""longitude"": 85.162146}]",11.92,22,2,Police Car,Scheduled
ROUTE000426,Bihar,Zone_20,Historical,Routine Patrol,MEDIUM,46.84,94,2027-05-24,Morning,8,25.612979,85.139294,25.593632,85.155778,7,"[{""checkpoint"": 1, ""latitude"": 25.612979, ""longitude"": 85.139294}, {""checkpoint"": 2, ""latitude"": 25.607669, ""longitude"": 85.137553}, {""checkpoint"": 3, ""latitude"": 25.603019, ""longitude"": 85.147396}, {""checkpoint"": 4, ""latitude"": 25.600083, ""longitude"": 85.150763}, {""checkpoint"": 5, ""latitude"": 25.601126, ""longitude"": 85.156007}, {""checkpoint"": 6, ""latitude"": 25.601697, ""longitude"": 85.156019}, {""checkpoint"": 7, ""latitude"": 25.593632, ""longitude"": 85.155778}]",21.87,34,3,Police Motorcycle,Completed
ROUTE000427,Bihar,Zone_10,AI Predicted,Routine Patrol,MEDIUM,45.35,92,2027-05-11,Night,22,25.630383,85.115837,25.612528,85.117851,4,"[{""checkpoint"": 1, ""latitude"": 25.630383, ""longitude"": 85.115837}, {""checkpoint"": 2, ""latitude"": 25.633353, ""longitude"": 85.121389}, {""checkpoint"": 3, ""latitude"": 25.626328, ""longitude"": 85.110722}, {""checkpoint"": 4, ""latitude"": 25.612528, ""longitude"": 85.117851}]",8.97,22,4,Police Motorcycle,Cancelled
ROUTE000428,Bihar,Zone_14,Historical,Preventive Patrol,MEDIUM,38.7,87,2027-05-02,Evening,12,25.610699,85.155111,25.609042,85.140481,5,"[{""checkpoint"": 1, ""latitude"": 25.610699, ""longitude"": 85.155111}, {""checkpoint"": 2, ""latitude"": 25.616088, ""longitude"": 85.156544}, {""checkpoint"": 3, ""latitude"": 25.613003, ""longitude"": 85.145898}, {""checkpoint"": 4, ""latitude"": 25.600555, ""longitude"": 85.138597}, {""checkpoint"": 5, ""latitude"": 25.609042, ""longitude"": 85.140481}]",4.44,8,3,Police Car,Cancelled
ROUTE000429,Bihar,Zone_58,AI Predicted,High-Risk Patrol,HIGH,57.82,101,2027-01-08,Night,0,25.598956,85.139242,25.567711,85.130567,8,"[{""checkpoint"": 1, ""latitude"": 25.598956, ""longitude"": 85.139242}, {""checkpoint"": 2, ""latitude"": 25.596197, ""longitude"": 85.142422}, {""checkpoint"": 3, ""latitude"": 25.590772, ""longitude"": 85.143059}, {""checkpoint"": 4, ""latitude"": 25.590201, ""longitude"": 85.136207}, {""checkpoint"": 5, ""latitude"": 25.603791, ""longitude"": 85.124338}, {""checkpoint"": 6, ""latitude"": 25.590069, ""longitude"": 85.119755}, {""checkpoint"": 7, ""latitude"": 25.582502, ""longitude"": 85.134681}, {""checkpoint"": 8, ""latitude"": 25.567711, ""longitude"": 85.130567}]",11.22,28,5,Police SUV,Completed
ROUTE000430,Bihar,Zone_18,AI Predicted,Routine Patrol,MEDIUM,42.66,90,2026-09-01,Evening,12,25.617278,85.130201,25.626674,85.127538,6,"[{""checkpoint"": 1, ""latitude"": 25.617278, ""longitude"": 85.130201}, {""checkpoint"": 2, ""latitude"": 25.607076, ""longitude"": 85.126913}, {""checkpoint"": 3, ""latitude"": 25.604596, ""longitude"": 85.141588}, {""checkpoint"": 4, ""latitude"": 25.615593, ""longitude"": 85.136904}, {""checkpoint"": 5, ""latitude"": 25.612394, ""longitude"": 85.130798}, {""checkpoint"": 6, ""latitude"": 25.626674, ""longitude"": 85.127538}]",15.44,24,4,Police Car,Cancelled
ROUTE000431,Bihar,Zone_25,AI Predicted,Routine Patrol,MEDIUM,30.27,82,2027-02-02,Morning,8,25.566252,85.106925,25.575855,85.082842,4,"[{""checkpoint"": 1, ""latitude"": 25.566252, ""longitude"": 85.106925}, {""checkpoint"": 2, ""latitude"": 25.569504, ""longitude"": 85.100751}, {""checkpoint"": 3, ""latitude"": 25.567623, ""longitude"": 85.09316}, {""checkpoint"": 4, ""latitude"": 25.575855, ""longitude"": 85.082842}]",14.72,44,2,Police Motorcycle,Cancelled
ROUTE000432,Bihar,Zone_4,AI Predicted,Preventive Patrol,MEDIUM,39.45,88,2027-04-22,Morning,8,25.579698,85.117052,25.588388,85.121021,5,"[{""checkpoint"": 1, ""latitude"": 25.579698, ""longitude"": 85.117052}, {""checkpoint"": 2, ""latitude"": 25.591255, ""longitude"": 85.105949}, {""checkpoint"": 3, ""latitude"": 25.584686, ""longitude"": 85.099557}, {""checkpoint"": 4, ""latitude"": 25.595713, ""longitude"": 85.108699}, {""checkpoint"": 5, ""latitude"": 25.588388, ""longitude"": 85.121021}]",7.52,12,3,Police Motorcycle,Scheduled
ROUTE000433,Bihar,Zone_56,Historical,Crime Prevention Patrol,HIGH,57.08,101,2026-11-14,Night,22,25.613227,85.126518,25.59947,85.09834,8,"[{""checkpoint"": 1, ""latitude"": 25.613227, ""longitude"": 85.126518}, {""checkpoint"": 2, ""latitude"": 25.626831, ""longitude"": 85.115902}, {""checkpoint"": 3, ""latitude"": 25.619587, ""longitude"": 85.118335}, {""checkpoint"": 4, ""latitude"": 25.608913, ""longitude"": 85.127267}, {""checkpoint"": 5, ""latitude"": 25.608188, ""longitude"": 85.115479}, {""checkpoint"": 6, ""latitude"": 25.606978, ""longitude"": 85.109732}, {""checkpoint"": 7, ""latitude"": 25.602848, ""longitude"": 85.112281}, {""checkpoint"": 8, ""latitude"": 25.59947, ""longitude"": 85.09834}]",22.83,51,6,Police SUV,Scheduled
ROUTE000434,Bihar,Zone_11,AI Predicted,Crime Prevention Patrol,HIGH,74.18,113,2027-02-20,Morning,6,25.572798,85.149757,25.583485,85.161462,4,"[{""checkpoint"": 1, ""latitude"": 25.572798, ""longitude"": 85.149757}, {""checkpoint"": 2, ""latitude"": 25.571402, ""longitude"": 85.149142}, {""checkpoint"": 3, ""latitude"": 25.584797, ""longitude"": 85.152214}, {""checkpoint"": 4, ""latitude"": 25.583485, ""longitude"": 85.161462}]",6.0,14,6,Police SUV,Cancelled
ROUTE000435,Bihar,Zone_26,AI Predicted,Preventive Patrol,MEDIUM,37.96,86,2027-02-12,Evening,12,25.598308,85.12182,25.601244,85.146833,6,"[{""checkpoint"": 1, ""latitude"": 25.598308, ""longitude"": 85.12182}, {""checkpoint"": 2, ""latitude"": 25.593886, ""longitude"": 85.127059}, {""checkpoint"": 3, ""latitude"": 25.599598, ""longitude"": 85.132189}, {""checkpoint"": 4, ""latitude"": 25.611398, ""longitude"": 85.143511}, {""checkpoint"": 5, ""latitude"": 25.609801, ""longitude"": 85.156111}, {""checkpoint"": 6, ""latitude"": 25.601244, ""longitude"": 85.146833}]",20.72,39,3,Police Car,Scheduled
ROUTE000436,Bihar,Zone_36,Historical,Preventive Patrol,MEDIUM,46.68,95,2027-02-02,Morning,8,25.580626,85.129401,25.576011,85.114404,6,"[{""checkpoint"": 1, ""latitude"": 25.580626, ""longitude"": 85.129401}, {""checkpoint"": 2, ""latitude"": 25.567225, ""longitude"": 85.133646}, {""checkpoint"": 3, ""latitude"": 25.568328, ""longitude"": 85.133708}, {""checkpoint"": 4, ""latitude"": 25.565438, ""longitude"": 85.128796}, {""checkpoint"": 5, ""latitude"": 25.575858, ""longitude"": 85.123649}, {""checkpoint"": 6, ""latitude"": 25.576011, ""longitude"": 85.114404}]",23.51,52,4,Police Car,Cancelled
ROUTE000437,Bihar,Zone_12,AI Predicted,Crime Prevention Patrol,HIGH,53.89,100,2026-09-09,Morning,6,25.591245,85.154647,25.594759,85.132519,4,"[{""checkpoint"": 1, ""latitude"": 25.591245, ""longitude"": 85.154647}, {""checkpoint"": 2, ""latitude"": 25.577632, ""longitude"": 85.153008}, {""checkpoint"": 3, ""latitude"": 25.588784, ""longitude"": 85.146286}, {""checkpoint"": 4, ""latitude"": 25.594759, ""longitude"": 85.132519}]",13.92,32,5,Police SUV,In Progress
ROUTE000438,Bihar,Zone_11,AI Predicted,Crime Prevention Patrol,HIGH,74.18,113,2026-10-31,Evening,12,25.586885,85.177437,25.643336,85.223231,8,"[{""checkpoint"": 1, ""latitude"": 25.586885, ""longitude"": 85.177437}, {""checkpoint"": 2, ""latitude"": 25.590901, ""longitude"": 85.174713}, {""checkpoint"": 3, ""latitude"": 25.601643, ""longitude"": 85.173874}, {""checkpoint"": 4, ""latitude"": 25.612406, ""longitude"": 85.184585}, {""checkpoint"": 5, ""latitude"": 25.617173, ""longitude"": 85.198272}, {""checkpoint"": 6, ""latitude"": 25.62523, ""longitude"": 85.202273}, {""checkpoint"": 7, ""latitude"": 25.639954, ""longitude"": 85.21711}, {""checkpoint"": 8, ""latitude"": 25.643336, ""longitude"": 85.223231}]",15.15,22,5,Police SUV,Completed
ROUTE000439,Bihar,Zone_28,Historical,Routine Patrol,MEDIUM,47.86,95,2027-01-30,Night,22,25.578744,85.153954,25.543465,85.20291,8,"[{""checkpoint"": 1, ""latitude"": 25.578744, ""longitude"": 85.153954}, {""checkpoint"": 2, ""latitude"": 25.576171, ""longitude"": 85.157755}, {""checkpoint"": 3, ""latitude"": 25.564025, ""longitude"": 85.171288}, {""checkpoint"": 4, ""latitude"": 25.558172, ""longitude"": 85.177955}, {""checkpoint"": 5, ""latitude"": 25.554253, ""longitude"": 85.184534}, {""checkpoint"": 6, ""latitude"": 25.548733, ""longitude"": 85.186741}, {""checkpoint"": 7, ""latitude"": 25.546741, ""longitude"": 85.189335}, {""checkpoint"": 8, ""latitude"": 25.543465, ""longitude"": 85.20291}]",10.22,20,3,Police Motorcycle,Cancelled
ROUTE000440,Bihar,Zone_59,AI Predicted,High-Risk Patrol,HIGH,55.69,101,2026-08-11,Night,22,25.60391,85.111173,25.590388,85.096734,8,"[{""checkpoint"": 1, ""latitude"": 25.60391, ""longitude"": 85.111173}, {""checkpoint"": 2, ""latitude"": 25.590784, ""longitude"": 85.101934}, {""checkpoint"": 3, ""latitude"": 25.605481, ""longitude"": 85.096692}, {""checkpoint"": 4, ""latitude"": 25.601677, ""longitude"": 85.090741}, {""checkpoint"": 5, ""latitude"": 25.61016, ""longitude"": 85.082895}, {""checkpoint"": 6, ""latitude"": 25.598828, ""longitude"": 85.072551}, {""checkpoint"": 7, ""latitude"": 25.592856, ""longitude"": 85.083849}, {""checkpoint"": 8, ""latitude"": 25.590388, ""longitude"": 85.096734}]",10.2,14,6,Police SUV,Scheduled
ROUTE000441,Bihar,Zone_58,Historical,Crime Prevention Patrol,HIGH,57.82,101,2026-09-03,Evening,16,25.603354,85.12988,25.594689,85.097327,4,"[{""checkpoint"": 1, ""latitude"": 25.603354, ""longitude"": 85.12988}, {""checkpoint"": 2, ""latitude"": 25.593113, ""longitude"": 85.115125}, {""checkpoint"": 3, ""latitude"": 25.583536, ""longitude"": 85.106704}, {""checkpoint"": 4, ""latitude"": 25.594689, ""longitude"": 85.097327}]",6.69,9,4,Police Jeep,In Progress
ROUTE000442,Bihar,Zone_14,Historical,Routine Patrol,MEDIUM,38.7,87,2026-08-31,Morning,6,25.620845,85.156176,25.618278,85.153058,4,"[{""checkpoint"": 1, ""latitude"": 25.620845, ""longitude"": 85.156176}, {""checkpoint"": 2, ""latitude"": 25.628149, ""longitude"": 85.152885}, {""checkpoint"": 3, ""latitude"": 25.629454, ""longitude"": 85.146696}, {""checkpoint"": 4, ""latitude"": 25.618278, ""longitude"": 85.153058}]",19.81,50,3,Police Motorcycle,In Progress
ROUTE000443,Bihar,Zone_55,Historical,High-Risk Patrol,HIGH,64.98,107,2027-07-24,Evening,16,25.603931,85.120469,25.629892,85.10744,4,"[{""checkpoint"": 1, ""latitude"": 25.603931, ""longitude"": 85.120469}, {""checkpoint"": 2, ""latitude"": 25.61455, ""longitude"": 85.111414}, {""checkpoint"": 3, ""latitude"": 25.619325, ""longitude"": 85.121597}, {""checkpoint"": 4, ""latitude"": 25.629892, ""longitude"": 85.10744}]",15.07,36,4,Police SUV,Scheduled
ROUTE000444,Bihar,Zone_19,Historical,Routine Patrol,MEDIUM,43.72,92,2026-08-28,Evening,18,25.608931,85.119669,25.604144,85.144122,7,"[{""checkpoint"": 1, ""latitude"": 25.608931, ""longitude"": 85.119669}, {""checkpoint"": 2, ""latitude"": 25.61093, ""longitude"": 85.119044}, {""checkpoint"": 3, ""latitude"": 25.608465, ""longitude"": 85.133817}, {""checkpoint"": 4, ""latitude"": 25.594431, ""longitude"": 85.132427}, {""checkpoint"": 5, ""latitude"": 25.581158, ""longitude"": 85.142929}, {""checkpoint"": 6, ""latitude"": 25.590947, ""longitude"": 85.133001}, {""checkpoint"": 7, ""latitude"": 25.604144, ""longitude"": 85.144122}]",19.42,31,4,Police Motorcycle,Scheduled
ROUTE000445,Bihar,Zone_56,Historical,Crime Prevention Patrol,HIGH,57.08,101,2026-08-29,Morning,6,25.603168,85.121226,25.617058,85.136361,6,"[{""checkpoint"": 1, ""latitude"": 25.603168, ""longitude"": 85.121226}, {""checkpoint"": 2, ""latitude"": 25.61657, ""longitude"": 85.132446}, {""checkpoint"": 3, ""latitude"": 25.620336, ""longitude"": 85.138997}, {""checkpoint"": 4, ""latitude"": 25.621284, ""longitude"": 85.151162}, {""checkpoint"": 5, ""latitude"": 25.6189, ""longitude"": 85.141092}, {""checkpoint"": 6, ""latitude"": 25.617058, ""longitude"": 85.136361}]",20.1,42,4,Police Jeep,In Progress
ROUTE000446,Bihar,Zone_31,Historical,Preventive Patrol,MEDIUM,42.72,91,2027-02-11,Evening,18,25.585748,85.129471,25.594502,85.11619,5,"[{""checkpoint"": 1, ""latitude"": 25.585748, ""longitude"": 85.129471}, {""checkpoint"": 2, ""latitude"": 25.597922, ""longitude"": 85.123468}, {""checkpoint"": 3, ""latitude"": 25.604707, ""longitude"": 85.108935}, {""checkpoint"": 4, ""latitude"": 25.593507, ""longitude"": 85.122072}, {""checkpoint"": 5, ""latitude"": 25.594502, ""longitude"": 85.11619}]",6.29,10,2,Police Car,In Progress
ROUTE000447,Bihar,Zone_58,Historical,High-Risk Patrol,HIGH,57.82,101,2027-06-08,Night,0,25.604405,85.157941,25.614144,85.137503,5,"[{""checkpoint"": 1, ""latitude"": 25.604405, ""longitude"": 85.157941}, {""checkpoint"": 2, ""latitude"": 25.615936, ""longitude"": 85.153319}, {""checkpoint"": 3, ""latitude"": 25.614693, ""longitude"": 85.146705}, {""checkpoint"": 4, ""latitude"": 25.603789, ""longitude"": 85.136908}, {""checkpoint"": 5, ""latitude"": 25.614144, ""longitude"": 85.137503}]",16.89,29,5,Police Jeep,Completed
ROUTE000448,Bihar,Zone_58,AI Predicted,Crime Prevention Patrol,HIGH,57.82,101,2027-06-19,Night,0,25.621034,85.143216,25.593294,85.103102,8,"[{""checkpoint"": 1, ""latitude"": 25.621034, ""longitude"": 85.143216}, {""checkpoint"": 2, ""latitude"": 25.607492, ""longitude"": 85.129854}, {""checkpoint"": 3, ""latitude"": 25.592797, ""longitude"": 85.125614}, {""checkpoint"": 4, ""latitude"": 25.58719, ""longitude"": 85.1268}, {""checkpoint"": 5, ""latitude"": 25.595263, ""longitude"": 85.114817}, {""checkpoint"": 6, ""latitude"": 25.600809, ""longitude"": 85.109092}, {""checkpoint"": 7, ""latitude"": 25.587289, ""longitude"": 85.099324}, {""checkpoint"": 8, ""latitude"": 25.593294, ""longitude"": 85.103102}]",22.14,53,4,Police Jeep,Cancelled
ROUTE000449,Bihar,Zone_54,AI Predicted,High-Risk Patrol,HIGH,72.53,112,2026-11-27,Night,20,25.594478,85.122547,25.586676,85.128106,7,"[{""checkpoint"": 1, ""latitude"": 25.594478, ""longitude"": 85.122547}, {""checkpoint"": 2, ""latitude"": 25.589176, ""longitude"": 85.132228}, {""checkpoint"": 3, ""latitude"": 25.590562, ""longitude"": 85.127374}, {""checkpoint"": 4, ""latitude"": 25.587728, ""longitude"": 85.112408}, {""checkpoint"": 5, ""latitude"": 25.576016, ""longitude"": 85.118273}, {""checkpoint"": 6, ""latitude"": 25.57644, ""longitude"": 85.120414}, {""checkpoint"": 7, ""latitude"": 25.586676, ""longitude"": 85.128106}]",16.3,32,4,Police SUV,Scheduled
ROUTE000450,Bihar,Zone_57,Historical,Preventive Patrol,MEDIUM,49.34,95,2027-02-06,Night,22,25.569181,85.155131,25.538572,85.181303,5,"[{""checkpoint"": 1, ""latitude"": 25.569181, ""longitude"": 85.155131}, {""checkpoint"": 2, ""latitude"": 25.565956, ""longitude"": 85.165528}, {""checkpoint"": 3, ""latitude"": 25.560305, ""longitude"": 85.1663}, {""checkpoint"": 4, ""latitude"": 25.551707, ""longitude"": 85.168874}, {""checkpoint"": 5, ""latitude"": 25.538572, ""longitude"": 85.181303}]",15.53,24,2,Police Motorcycle,Scheduled
ROUTE000451,Bihar,Zone_54,AI Predicted,High-Risk Patrol,HIGH,72.53,112,2026-10-17,Evening,16,25.569099,85.123325,25.590964,85.092983,7,"[{""checkpoint"": 1, ""latitude"": 25.569099, ""longitude"": 85.123325}, {""checkpoint"": 2, ""latitude"": 25.559234, ""longitude"": 85.108832}, {""checkpoint"": 3, ""latitude"": 25.564881, ""longitude"": 85.105367}, {""checkpoint"": 4, ""latitude"": 25.574579, ""longitude"": 85.110543}, {""checkpoint"": 5, ""latitude"": 25.584611, ""longitude"": 85.112111}, {""checkpoint"": 6, ""latitude"": 25.582257, ""longitude"": 85.097574}, {""checkpoint"": 7, ""latitude"": 25.590964, ""longitude"": 85.092983}]",6.29,9,5,Police SUV,Scheduled
ROUTE000452,Bihar,Zone_26,Historical,Routine Patrol,MEDIUM,37.96,86,2027-03-14,Morning,6,25.598234,85.130739,25.571542,85.126167,6,"[{""checkpoint"": 1, ""latitude"": 25.598234, ""longitude"": 85.130739}, {""checkpoint"": 2, ""latitude"": 25.589836, ""longitude"": 85.127804}, {""checkpoint"": 3, ""latitude"": 25.598641, ""longitude"": 85.123371}, {""checkpoint"": 4, ""latitude"": 25.592635, ""longitude"": 85.114939}, {""checkpoint"": 5, ""latitude"": 25.581719, ""longitude"": 85.129105}, {""checkpoint"": 6, ""latitude"": 25.571542, ""longitude"": 85.126167}]",8.13,24,4,Police Car,In Progress
ROUTE000453,Bihar,Zone_9,AI Predicted,Crime Prevention Patrol,HIGH,65.16,106,2026-09-12,Evening,12,25.573619,85.090809,25.584758,85.123653,4,"[{""checkpoint"": 1, ""latitude"": 25.573619, ""longitude"": 85.090809}, {""checkpoint"": 2, ""latitude"": 25.568529, ""longitude"": 85.102345}, {""checkpoint"": 3, ""latitude"": 25.582235, ""longitude"": 85.113852}, {""checkpoint"": 4, ""latitude"": 25.584758, ""longitude"": 85.123653}]",14.62,20,4,Police SUV,In Progress
ROUTE000454,Bihar,Zone_33,Historical,Routine Patrol,MEDIUM,45.74,93,2026-09-26,Night,22,25.595901,85.131266,25.637127,85.094543,6,"[{""checkpoint"": 1, ""latitude"": 25.595901, ""longitude"": 85.131266}, {""checkpoint"": 2, ""latitude"": 25.604035, ""longitude"": 85.119708}, {""checkpoint"": 3, ""latitude"": 25.615856, ""longitude"": 85.116862}, {""checkpoint"": 4, ""latitude"": 25.61846, ""longitude"": 85.114504}, {""checkpoint"": 5, ""latitude"": 25.629541, ""longitude"": 85.100697}, {""checkpoint"": 6, ""latitude"": 25.637127, ""longitude"": 85.094543}]",13.82,32,4,Police Motorcycle,In Progress
